BatteryPower,Acceleration,TopSpeed,Range,Efficiency,FastChargeSpeed,NumberofSeats,Drive,PriceinSwitzerland
93,5.9,137,517,253,563,1,2,62034.6525
72,7.9,193,225,202,617,2,1,48673.8575
45,9.7,235,350,212,991,2,1,40627.728125
103,5.6,175,371,222,814,5,2,60937.845
70,10.3,168,97,205,642,2,1,47314.925
83,4.9,180,161,259,588,5,1,61721.6325
81,11.4,250,190,186,593,1,3,62963.78
87,8.4,197,301,187,457,2,3,53118.795
87,7.6,140,464,167,1130,1,3,44290.34
58,10.4,275,246,239,1025,4,1,50256.8075
66,6.7,168,278,165,384,2,2,52731.3020833334
72,6.4,207,345,169,424,4,2,55588.77875
83,9.3,189,512,184,16,1,2,52495.4675
50,10.5,120,419,190,684,2,2,36626.3625
71,10.7,131,353,185,386,2,1,45411.225
76,5,109,396,142,582,4,2,56277.7425
16,5.5,185,212,167,516,1,3,35786.2476190476
90,5,125,347,263,826,1,3,63567.6625
61,8.6,265,227,206,560,5,2,50793.395
87,8.8,187,596,197,609,5,1,48045.225
48,8.4,258,381,217,1070,5,1,51351.185
59,5.1,246,98,192,264,4,2,55390.7625
56,6.9,68,357,176,64,5,1,32956.16125
54,8.6,192,129,248,501,1,1,43229.2575
34,10.3,256,291,163,886,4,2,41202.9095833333
124,10.9,194,195,193,448,1,1,54449.48
49,5.1,228,293,236,441,4,1,49699.105
80,4.9,142,345,185,578,1,3,58924.775
68,5.2,244,275,138,95,2,3,61079.1941666667
66,9.5,163,469,151,112,2,2,40907.725
101,7.2,122,373,184,992,4,2,48062.3825
60,7.6,230,329,200,241,5,2,43057.4775
79,10.4,139,381,200,7,3,1,49341.1975
25,2.5,196,297,193,354,5,1,89676.0575
43,8.5,160,282,230,1125,3,1,38369.940625
112,1.6,187,520,171,544,3,1,105122.16
60,9.3,200,345,186,787,2,1,40876.225
83,3,179,363,175,842,3,2,110590.24
69,10.6,245,282,195,922,2,2,53930.2025
87,4.4,166,116,182,434,3,2,72107.8175
62,2.4,203,444,193,759,1,3,91032.82
7,16.5,207,542,208,80,1,3,36831.2125
92,8.4,153,413,157,507,1,1,43278.76625
62,12.7,198,373,172,640,4,2,38710.27
64,9.8,195,361,189,72,3,1,41959.875
92,10.3,168,396,162,515,5,1,42582.4675
88,5.7,247,465,197,841,5,2,69151.0675
63,6.4,251,355,218,263,1,3,59534.3925
15,8.3,211,324,208,484,3,3,37104.225
48,0.4,239,316,233,603,3,3,100289.7875
4,7.6,203,318,176,958,2,2,32061.1
59,6.7,205,579,186,469,2,3,45886.8275
72,8.4,151,233,217,331,5,1,49604.675
87,2.9,246,243,276,698,2,2,128969.2875
76,6.3,244,326,157,390,3,1,61318.9125
59,6.4,189,74,207,874,2,1,44809.9525
66,8.1,89,231,244,398,4,3,48101.575
40,8.4,258,441,242,554,5,2,50368.6825
83,2.4,172,440,223,403,1,2,110530.845
98,2.1,197,589,198,636,1,2,105337.1525
97,10.9,145,235,193,563,4,3,49475.8875
45,6.6,215,252,189,494,5,1,40908.915625
76,5.5,190,340,167,1141,4,3,55463.0966666667
20,4.5,186,300,224,743,5,3,58232.725
93,9.7,239,228,116,1007,5,3,53332.2925
46,10.4,178,308,170,341,1,1,31040.6833333333
104,6.3,179,383,177,275,3,1,60314.465
87,5.1,173,308,167,670,4,1,60138.4941666667
75,7.5,225,300,219,111,4,2,56576.2825
16,10.1,214,75,185,224,4,2,34026.7
57,6.2,154,544,187,596,4,3,44292.5514583333
61,9.7,156,189,198,224,5,2,39819.34
111,0.1,145,433,116,499,5,1,98783.3875
92,11,281,393,174,698,3,2,62336.05
56,6.9,215,505,158,346,2,2,33541.0117261905
66,6,201,294,163,345,4,1,55251.1679166667
103,4.6,246,427,216,519,5,3,89812.91
90,7.6,154,145,145,278,2,2,49072.7683333333
53,6.2,166,568,168,762,2,2,41063.3735714286
89,8.6,222,339,131,460,4,2,50244.1975
76,2,160,579,219,560,1,1,99069.975
40,10.8,100,505,147,743,2,3,32884.8708333333
95,4.1,138,451,189,406,2,2,74165.1775
54,12.4,197,288,178,473,2,2,37555.8875
35,11.3,166,166,176,247,4,1,27939.8
73,6.8,164,456,197,272,5,1,53506.3125
119,5.2,180,45,172,530,1,3,60783.0175
88,3,150,355,214,614,2,1,110763.35
59,7.1,123,232,228,737,1,1,37276.3122916667
50,14.8,143,224,152,934,5,1,33507.1152083333
122,7.1,275,308,245,132,3,3,70962.365
53,3.1,185,183,206,683,1,1,92769.015
49,4.5,187,535,136,538,3,1,56804.6525
58,3.2,212,381,116,631,1,2,82715.3122619048
82,4.7,216,475,206,792,4,2,66008.4775
76,8.2,164,240,200,312,4,2,49014.445
104,11.5,220,390,185,129,5,1,56059.2325
30,3.1,149,308,204,627,5,1,89693.745
38,8.8,176,608,175,61,5,3,34353.7125
55,6.8,116,405,209,846,2,3,43336.325625
82,2,175,448,221,556,2,3,105882.9825
16,3.4,169,478,202,451,2,3,59801.7725
91,5.7,136,374,222,474,5,3,58823.1375
58,7,181,385,227,286,1,3,40879.3625
5,6.8,210,309,193,643,2,1,40642.145
20,4.2,100,224,187,548,1,1,55306.083125
65,9.2,138,522,181,420,5,3,41088.0625
33,10.3,198,370,169,693,1,2,31258.0708333333
67,0.6,238,200,135,296,1,3,92800.8775
90,8.6,180,338,192,436,3,2,49726.8425
8,2.2,196,537,186,796,2,3,90409.805
49,6.3,157,142,216,544,2,3,45057.32
51,5,223,412,149,31,4,2,42165.4266666667
70,3.6,189,167,203,738,2,1,70164.7425
123,10.2,157,451,125,660,5,2,43849.9070833333
96,3,190,498,203,411,2,3,105621.02
75,6.5,227,387,201,634,1,1,61937.56
78,7.9,234,256,214,681,4,2,54671.4025
35,5.2,70,334,171,22,1,1,34464.1075
62,5.4,175,522,189,650,2,1,47396.2983333333
73,8,133,323,162,199,1,1,43775.8697916667
122,11.8,207,555,245,424,5,2,57241.3625
51,12.1,174,434,174,448,1,3,37797.75
102,10.8,226,459,210,583,4,2,56401.845
88,7.5,68,493,170,437,1,1,45865.9445833333
40,7,258,159,171,303,4,2,42553.215
73,5,116,345,293,1191,5,1,55917.6625
83,12.1,130,318,187,252,3,2,53179.66
17,7.1,167,229,202,318,2,2,34045.075
43,6,103,270,200,385,5,1,39767.5041666667
100,8,61,536,216,646,2,1,48866.5675
66,11.6,178,177,163,62,2,2,44770.925
19,13.2,116,153,198,352,2,1,33207.035
86,12.7,84,514,180,712,3,3,46863.8875
92,8.3,225,389,198,584,2,2,53753.79
100,6.3,93,401,164,240,2,3,56849.2441666667
38,5.7,208,286,166,346,2,1,38533.0148511905
115,6.3,216,316,155,204,1,1,63229.1258333333
92,2.3,208,578,207,581,3,1,105816.6775
93,1.7,156,369,170,404,3,3,105200.0775
103,4.8,155,450,237,205,2,1,68371.0525
66,5.7,168,380,160,621,4,1,53488.6041666667
55,8.6,162,373,158,320,3,2,28893.4885416667
64,5.3,153,259,166,909,4,1,42143.8746726191
87,6.5,182,244,190,503,2,2,58170.555
61,5.4,157,389,181,303,3,3,42812
44,6.3,140,446,179,836,4,1,41051.0589583333
103,1.7,255,377,165,515,5,2,116322.2925
93,13.7,177,425,238,176,3,2,56076.3675
33,8.2,180,535,289,673,2,2,40721.9325
88,15.9,122,601,170,650,2,3,46410.19375
34,8.2,228,560,173,110,5,2,31034.7125
105,10.1,192,291,174,737,4,3,51556.0875
76,3.3,256,310,120,314,4,3,85370.37
39,5.3,208,212,131,761,1,3,42314.4066666667
57,4.5,187,180,202,701,2,1,60715.505
110,7.4,216,424,205,297,1,2,57304.2575
61,6.8,149,251,163,1018,3,3,38899.8302380952
79,8.9,164,349,148,867,4,3,42818.7175
70,5.7,191,423,202,663,1,1,57169.4925
47,8.7,179,459,250,404,2,3,42482.545
54,6.6,163,476,190,455,5,3,42696.7833333333
147,8.9,165,317,197,855,3,2,50746.4275
94,12.1,118,373,192,795,3,1,48310.09
85,5.5,246,378,146,625,1,3,71243.2766666667
37,1.4,187,274,191,234,5,2,89451.695
31,5,66,441,158,598,2,2,36529.9961607143
4,7.2,104,277,252,184,2,2,37515.6375
54,8.9,229,413,171,543,3,3,37996.45
29,0.6,180,557,211,290,1,2,92117.4875
73,12.4,170,287,181,798,1,3,45146.9625
76,4.4,179,218,156,912,5,2,61466.155
20,3.4,187,456,183,104,4,2,56401.62
60,2.2,149,450,152,309,4,1,83572.1713095238
27,4.4,233,261,212,345,3,1,62236.1825
52,9.4,273,370,196,956,1,1,50232.725
25,1.9,210,219,165,427,1,2,87989.8571428572
46,4.7,181,396,232,449,5,1,45696.778125
4,4.2,158,295,190,495,5,2,53252.6525
89,7.2,125,556,174,590,3,3,45974.375
86,6.5,193,518,202,38,5,2,58246.775
88,14.3,206,462,214,604,1,3,53749.525
60,8,193,298,171,550,4,2,37207.439047619
72,11.1,101,332,135,539,1,2,42275.0270833333
46,11.5,126,264,190,586,2,3,34933.6791666667
41,8.1,113,371,147,550,3,2,32176.7416666667
76,7.6,162,384,199,447,1,1,46062.445
78,4.9,150,480,220,441,4,3,63153.1575
28,2.8,172,425,162,864,5,2,83846.4875
47,5.7,330,413,211,1039,5,3,53184.94
54,4.9,225,281,160,1084,2,3,44312.6227380952
38,9.7,149,70,191,605,5,2,36351.0916666667
85,4.2,196,483,188,297,2,1,77143.9875
100,5.2,158,279,172,909,2,3,58245.2875
41,13.2,157,264,154,696,4,2,33311.72875
78,2.9,209,292,240,690,1,1,102828.5
89,10,116,357,201,28,1,1,51277.68
94,8.3,76,61,189,1138,3,3,49548.435
136,3.1,179,397,139,13,5,1,99313.8125
61,2.7,149,318,192,633,2,2,92711.7
34,11.6,165,647,218,656,5,1,35130.1875
32,10.3,220,495,153,331,5,3,28806.83125
88,7.6,113,475,190,279,1,3,49495.36
108,9.7,183,349,238,651,5,1,51652.575
58,11,136,549,155,132,2,3,28651.071875
54,4.7,144,383,217,573,5,3,44754.153125
85,5.5,174,400,175,362,4,2,59101.535
85,12.4,219,286,246,419,1,3,57435.8325
55,8.3,239,499,155,624,4,2,37199.4114583333
124,4.6,95,492,222,38,4,2,82672.7225
39,7.7,215,323,222,185,1,1,40773.4125
35,10.4,153,284,248,134,1,1,39599.3125
124,6.9,143,433,177,631,3,1,47505.2154166667
56,13.7,117,317,187,1016,1,2,39101.6825
106,3.5,199,502,184,779,4,2,83747.8475
54,0.7,139,334,118,737,2,2,86412.7408333333
55,11.1,247,214,176,965,1,3,47117.7775
141,8.7,194,263,191,573,4,2,52443.825
70,5,173,442,168,950,5,1,51903.8908333333
24,7.8,200,128,162,496,2,3,28474.313452381
81,5.2,121,321,185,604,2,3,57606.7675
97,6.8,222,366,184,773,5,1,59500.825
71,10.8,220,419,180,496,3,3,49149.295
69,9,122,554,187,552,4,3,43699.025
23,0.9,136,377,196,438,1,1,91340.1125
44,10.2,150,404,214,525,3,3,36782.5875
83,4.7,197,319,191,747,2,2,64999.3775
108,8.4,194,394,177,624,3,3,49380.025
50,3,212,172,229,718,4,1,98883.3125
100,3.7,280,395,192,187,2,1,83041.745
23,7.3,167,226,132,840,3,1,28479.3325
79,7.5,243,280,204,560,5,1,54846.5725
46,6.4,172,314,217,293,4,1,43530.42
91,5.9,266,368,182,97,4,3,70920.37
78,12,155,478,219,290,4,3,51290.945
61,9.3,181,532,158,724,1,1,35633.1214285714
86,4.6,189,487,142,654,2,2,72694.205
24,7.6,156,520,199,515,2,2,35266.1875
13,12.3,149,237,199,225,5,1,32706.1525
51,6.4,187,665,224,286,4,3,47194.56
86,8.5,155,248,182,104,5,3,49202.6125
43,6.3,252,417,200,538,4,3,55404.8675
108,12.3,161,547,249,1076,1,3,53521.72
112,7.3,166,292,171,283,1,3,51548.8525
84,8.5,220,424,174,456,3,2,49941.965
93,10.9,196,290,142,606,1,2,51193.21625
54,7.3,259,373,184,522,4,3,49819.81
69,6.7,146,588,185,240,4,1,57405.1525
45,7.8,195,527,159,877,4,3,36089.5752380952
42,5.1,128,542,206,438,3,1,45566.54125
52,11.1,266,426,197,592,1,3,49073.3325
47,7.7,212,414,193,924,1,2,41289.755
77,7.4,234,435,246,209,2,3,55822.11
53,7.1,164,527,210,36,5,2,40684.55
64,4.7,232,304,192,499,1,1,52451.16
85,4.6,158,210,133,567,1,2,70375.9875
87,2.6,159,363,185,472,1,3,105408.2225
90,7.9,256,535,190,513,2,2,63546.4375
13,12.4,213,471,228,567,2,3,35706.375
43,11.5,164,567,154,445,4,2,29742.25
72,9.9,192,495,193,224,4,2,50522.815
25,4.5,193,345,182,124,2,3,55002.71
105,7.8,257,493,215,138,2,2,68703.71
89,8,199,474,186,740,2,2,50952.1975
107,7.7,141,377,171,404,5,3,46388.5825
93,5.5,225,455,181,124,1,1,64473.2225
71,0.2,236,343,175,522,1,3,97380.1275
117,6.5,160,313,204,406,2,1,61984.36
76,4.5,125,321,160,300,2,2,65491.8333333333
71,6.6,190,424,168,365,4,3,54338.29125
76,6.9,234,458,251,557,4,1,54732.3225
45,6.3,188,263,165,939,5,1,37432.4658630952
38,7.2,184,646,199,867,3,1,39614.095625
78,3.2,243,234,211,731,5,3,95203.0575
58,10.2,218,427,234,336,5,3,39977.9791666667
92,10.5,142,468,204,215,5,1,50803.975
70,7.6,116,288,209,340,1,3,49905.925
36,5.4,139,377,212,419,1,3,41900.798125
110,7.1,195,432,224,561,4,1,52514.155
68,4.9,170,491,214,379,3,3,62291.0275
74,0.2,121,348,205,811,3,3,97322.865
36,10.2,179,382,175,468,1,3,32779.5875
101,6.2,221,296,192,297,2,3,64599.6525
79,6.6,141,266,193,218,4,3,58348.98
66,7.3,144,217,170,593,3,2,43243.9770833333
87,4.8,169,186,179,987,1,2,60400.6425
81,11.5,196,475,212,559,4,1,52529.9425
108,8.1,228,176,185,598,2,1,57914.5375
20,7.2,193,286,206,594,5,3,36076.35
61,9.3,180,400,178,867,4,1,39254.6375
16,11.2,209,258,168,608,2,3,29301.8041666667
86,6.8,173,317,164,649,3,3,56034.8666666667
81,8.3,152,295,198,348,4,3,50489.46
91,5.4,176,209,191,523,2,1,59562.8075
58,3.7,183,559,184,385,4,3,57414.31
68,7.2,190,318,159,427,2,2,44397.3016666667
32,3.5,198,574,193,392,3,3,60809.9075
89,9,143,378,184,9,1,2,50015.035
53,7.9,126,318,230,702,4,3,38665.728125
4,6.9,122,344,249,406,2,3,37438.945
37,7,94,337,194,148,1,1,36129
63,4.6,185,277,226,792,1,2,64917.815
119,11.1,179,521,155,378,2,1,48773.3775
55,3.5,160,229,199,104,3,2,61472.225
117,7.4,116,252,182,593,4,3,48755.5675
42,7,142,445,182,234,5,2,36132.125
114,3,131,571,187,924,2,3,108885.0375
36,6.7,217,371,184,661,4,3,41948.0125
51,5.3,158,464,224,699,4,2,46340.1725
78,9,212,478,186,292,2,2,51693.86
21,7.5,161,235,123,376,2,3,25698.3321428571
62,10.8,108,376,211,500,1,3,37604.775
128,9.5,166,339,161,323,5,2,47756.325
48,4.5,136,313,170,346,3,1,53081.6329761905
58,10.5,101,353,191,849,3,3,36830.0625
33,7.4,173,328,208,744,2,2,36322.025
79,6.6,146,388,227,77,4,3,60855.0975
46,4.2,167,347,219,74,1,1,63208.815
80,8.2,176,456,168,384,4,2,43066.586875
76,11.3,138,296,162,622,4,3,44079.9802083333
72,6.6,172,522,202,590,3,2,56818.6725
29,7.5,193,352,229,1026,3,2,37663.175
75,8.3,149,343,160,453,1,2,41679.071875
110,6.6,175,633,192,8,3,3,62403.4625
39,13.1,171,442,203,659,3,2,40125.625
80,7.1,166,303,197,887,5,1,46860.65
34,0.2,173,523,208,254,1,3,90991.815
115,12.6,236,627,157,583,2,2,55209.0675
102,5.2,233,501,180,629,2,2,70039.7225
67,9.3,175,256,227,408,2,2,48728.7625
68,2.3,158,267,214,231,4,1,99892.5125
1,1.6,261,493,203,432,5,2,99470.12
40,2.7,204,357,170,1102,5,3,91752.1358333333
66,5.8,102,291,160,331,3,3,52996.7625
45,3.9,133,353,124,197,2,1,52438.286875
51,6.3,216,360,173,217,3,2,40412.6125
90,7.8,213,643,186,436,4,2,53546.8575
97,6.6,238,394,169,289,3,3,62239.8533333333
42,7.6,214,500,204,861,2,2,41181.78
51,5.6,216,300,193,517,5,3,43322.35
30,9,205,322,147,748,5,2,30885.9260416667
90,8.9,284,275,190,694,2,2,64550.45
62,8.2,210,367,175,575,2,1,39772.2125
103,5.2,278,279,231,507,3,1,78433.6725
79,10.4,134,135,235,331,3,2,54846.265
75,4.7,112,205,239,653,1,1,62131.9725
73,2.7,144,370,187,40,5,1,93708.7825
19,7.4,234,457,151,529,1,2,30441.32
52,6,226,370,163,1151,1,1,42615.9681547619
77,9.2,161,342,179,546,4,1,42554.9375
34,10.5,178,279,203,10,1,1,35564.325
36,5.2,148,460,185,582,2,3,41527.338125
43,3,154,245,229,274,3,3,98057.2875
84,5.4,150,629,169,839,5,2,56496.1204166667
53,5.8,163,376,237,654,1,3,46504.6133333333
89,8.1,147,269,183,707,5,2,46689.9625
72,6.6,190,319,170,431,2,1,54770.55375
83,11.2,189,539,210,494,5,1,52454.2375
83,7.5,214,427,195,966,4,1,52664.1175
61,7.9,166,225,164,498,4,1,34108.5295833333
98,2.1,231,483,198,290,2,3,106404.4775
51,8.9,123,324,200,398,2,3,39200.325
96,14.3,267,618,208,300,4,2,68590.2075
3,8.2,233,288,223,822,3,3,36882.3875
48,6.9,163,153,160,863,5,3,34227.9839880952
116,8.5,130,252,162,673,5,1,47163.176875
83,8.3,201,587,225,823,3,2,54119.2225
97,6.4,67,536,219,316,2,1,63294.525
85,9.6,150,558,127,582,2,2,43656.5395833333
69,4.7,175,451,214,195,4,3,63074.72
46,8.4,91,511,183,584,3,1,36940.365625
60,0.8,109,673,216,448,1,3,93879.975
47,12.1,145,47,153,50,1,1,27253.96625
42,13.9,205,315,188,714,3,1,40463.54
94,9.7,115,138,132,1029,4,3,46915.60875
96,5.7,134,323,180,311,3,1,58549.885
33,12,200,367,175,807,2,3,33152.3
80,6.8,229,519,175,484,2,2,61839.4325
52,9.6,199,185,162,593,5,2,34597.5841666667
79,9.2,165,553,217,394,5,3,49828.4875
72,7.5,199,474,219,553,5,2,49609.9125
54,3.2,106,410,204,677,5,2,84753.2575
67,4.5,144,373,155,299,2,2,64356.5958333333
76,7.2,194,497,222,568,1,2,50071.17
71,6.9,181,442,250,465,3,3,49757.9
77,6.1,165,287,212,581,3,2,58837.0075
52,7.3,175,604,134,246,3,1,32115.7746428571
127,4.5,136,376,201,702,4,1,77964.4375
57,5.2,202,383,166,909,1,3,42694.7841666667
67,2.1,138,236,151,651,1,3,90020.6775
110,8.3,246,464,166,390,4,2,60845.350625
74,6.8,157,257,186,684,5,2,53859.4625
111,6.3,203,346,217,9,2,3,66705.325
61,6.6,196,283,226,1227,1,3,46940.5975
90,0.1,158,403,157,657,2,1,99045.1525
50,5.1,132,261,180,453,1,3,42414.3397916667
34,9.3,126,480,161,596,2,2,28311.6010416667
69,4.1,124,407,232,240,3,1,72936.095
44,5.4,214,441,193,696,5,2,43694.825
24,7.1,238,386,182,604,4,3,36567.7
80,7.4,143,375,218,236,4,1,52738.8775
61,7.5,92,210,226,633,1,2,37949.4072916667
68,10.3,151,227,163,608,3,2,42217.0697916667
68,7.9,178,281,177,739,5,2,43199.1916666667
94,8.7,217,455,159,137,2,3,49597.915
64,6.4,197,266,184,503,2,2,46380.95625
107,11.7,242,292,213,699,2,3,60715.86
100,10,161,408,217,404,1,3,49425.365
70,8.9,206,392,179,768,4,1,47200.8325
89,7.7,147,42,188,283,2,1,52665.36
69,6.6,203,448,157,10,5,2,50660.1291666667
58,5.3,100,402,240,453,4,3,46148.28
74,4,235,328,213,523,2,2,77037.29
97,4.6,205,292,223,311,4,1,82377.24
107,9.2,107,550,247,448,5,1,52759.625
11,3.3,154,305,224,222,5,1,82688.0625
85,4.8,204,362,175,540,1,1,62323.77
77,5.4,188,303,181,458,1,1,57935.845
57,4,225,429,179,622,1,3,59994.14
99,8.1,216,302,236,532,2,2,55665.6675
99,7.1,240,419,189,494,2,2,55462.7775
69,7.9,231,317,118,369,2,2,48534.6408333333
39,8.9,179,90,210,670,3,3,38052.35
96,3,137,298,146,592,4,2,102209.64
115,8.2,146,311,208,431,3,1,54015.3025
90,9.5,188,193,188,214,1,1,54342.5675
86,7.8,175,492,228,456,1,2,51688.51
53,3.6,226,369,165,244,5,2,51554.9404761905
57,9.9,217,434,206,846,5,2,41094.8375
31,2.4,243,79,178,323,3,2,92767.6025
65,8.3,230,675,182,203,4,2,48931.0575
64,10.8,140,535,219,604,5,3,38909.975
76,6.5,160,564,222,847,4,2,58992.17
100,2.1,251,293,111,713,1,1,115098.12
46,11.3,160,203,197,737,3,1,35559.915625
80,3.8,205,407,214,521,5,3,70141.755
101,11.3,279,208,192,604,1,2,64914.745
120,7.1,262,349,206,363,5,1,66149.9075
70,10.7,187,230,195,913,1,1,47577.515
125,4.6,139,365,178,368,3,1,74934.8575
50,2.1,130,266,156,481,4,3,86177.5095833333
6,7.8,129,265,233,696,2,3,33951.490625
25,11.3,228,321,180,902,4,3,33066.5575
43,5.5,182,457,130,282,3,2,39587.6204761905
122,9.1,207,324,175,301,1,1,54319.33
97,6.4,184,360,210,420,2,2,61473.0675
52,7.8,238,248,197,484,1,2,42234.205
108,4.8,185,331,240,582,3,1,67487.7975
117,0.7,130,505,218,527,3,1,108691.9875
57,6.5,178,483,181,277,4,2,42944.0441666667
80,6,231,528,200,870,3,3,64260.675
72,6.7,161,514,174,959,5,3,53443.42
67,9.6,134,503,192,298,1,2,46525.07
3,7.9,188,470,209,457,4,1,36742.3875
79,9.3,285,677,169,545,3,1,56168.935
18,4.2,134,282,207,506,2,2,58287.703125
86,4.3,193,296,181,965,4,3,73701.795
14,6.4,249,430,201,850,1,1,52577.475
29,8.4,169,114,171,502,4,3,29022.03125
52,7.1,158,403,165,327,1,3,31475.2842261905
23,9.3,195,313,152,515,4,2,29252.603125
26,4.7,156,275,231,461,2,2,43701.7875
54,13,148,235,177,683,2,3,37008.2266666667
73,3.5,164,509,173,445,5,3,63901.7925
123,8.4,108,309,208,313,2,2,55883.515
38,7.2,95,516,178,890,5,2,35443.9682440476
43,1.6,158,168,239,398,4,3,98506.9125
53,7.3,129,218,150,310,1,3,30621.0665178571
71,6.4,162,552,229,340,5,3,58787.675
35,3.7,167,285,217,1000,1,1,59376.0325
81,10.5,239,284,178,876,2,2,53516.1575
92,7.5,121,197,207,391,1,2,52370.06
59,5.8,215,322,245,867,5,1,45093.085
65,12.4,137,467,135,219,3,3,38416.175
81,11,192,431,244,326,1,3,55182.21
86,11.3,167,344,199,361,2,1,50339.3675
64,6.5,171,691,259,344,1,2,50405.83
4,1.7,166,439,171,575,4,3,87004.3725
82,7.1,245,271,193,695,4,2,56199.95
40,2.1,191,441,171,601,3,1,88697.9458333333
68,1.1,195,309,199,549,1,3,96588.0975
79,8.7,222,405,191,620,5,1,49885.55
94,6.6,192,272,163,411,4,3,56584.0075
57,9,247,282,171,600,4,3,46759
58,6.5,193,342,214,702,2,2,46141.845
90,1.9,191,374,195,452,2,1,106450.9075
94,7.6,126,162,162,300,4,1,49255.0214583333
90,2.3,177,449,235,757,2,1,109558.3625
70,4,186,534,195,742,3,3,70865.605
113,7.6,121,307,198,406,1,3,52024.9975
84,17.5,217,431,220,778,5,2,52347.9225
54,4.2,179,334,192,951,3,2,60137.0225
114,4.8,125,462,238,688,1,3,66445.3625
67,8.6,218,246,137,395,1,3,45886.41375
108,3.1,146,432,210,782,5,1,105011.075
72,8.9,153,380,165,751,3,2,40435.0895833333
91,9.9,163,444,185,580,1,3,45779.45
87,5.6,167,407,175,355,1,2,57550.4975
46,4.1,208,115,243,272,1,3,65832.555
52,8.3,176,95,228,214,2,2,40455.29
83,4.3,142,489,216,680,1,2,78834.875
82,3.6,185,358,171,409,4,3,69654.31
95,7.2,49,341,177,218,4,3,48185.28375
62,9.7,234,586,195,903,3,2,43173.0825
82,9.5,193,559,172,266,5,2,47822.825
25,5.6,221,295,152,753,1,1,37057.0291666667
83,3.2,191,418,189,766,2,2,100643.9625
54,7.8,87,350,191,450,5,3,39064.678125
51,12.2,70,294,193,453,5,1,36340.425
34,8.2,148,394,178,726,1,3,31026.899375
42,3.6,229,389,173,516,4,1,57229.535952381
82,8.2,159,352,166,683,5,2,41810.5633333333
77,12.7,191,434,190,698,2,3,48098.815
23,14.8,151,281,199,114,5,3,34764.5
65,10.2,208,407,142,901,3,1,43088.3775
49,4.1,147,406,200,109,4,1,60469.4775
85,5.6,275,144,160,134,4,3,69520.775
47,7,155,69,163,406,5,3,29877.4510416667
100,9,178,279,167,778,4,1,47410.9508333333
83,9.3,121,517,193,620,1,3,46901.3075
101,4,204,442,186,359,5,3,77678.2425
97,7.2,279,367,147,758,2,1,61559.6575
64,14,189,301,216,1064,2,1,43694.6875
86,8,177,261,231,28,3,2,56435.0475
82,5,155,560,170,408,3,3,60824.9504166667
49,9,79,199,183,672,3,3,36367.9666666667
78,7.3,197,282,189,712,2,1,50169.765
68,11.1,212,314,212,688,1,3,51742.7825
43,12.8,215,347,205,1232,2,3,43054.31
78,6.6,184,369,146,374,1,2,53913.4075
90,3.5,159,173,194,428,1,3,78032.6525
45,7.5,205,214,169,623,3,1,35910.9708630952
86,11.1,235,457,195,829,5,3,53403.3875
88,4,144,448,246,138,4,2,78979.995
69,8.7,197,547,229,106,5,1,52683.5375
124,9.2,107,98,199,513,3,3,50217.335
56,6.9,98,455,226,80,5,1,39611.525
102,6.5,232,170,173,90,2,3,64557.485
14,2.3,257,271,198,433,5,2,103412.165
73,8.2,277,148,202,566,4,1,60162.665
44,8.9,157,372,194,140,4,1,39461.0375
104,13.2,158,352,209,646,3,1,52122.4425
54,6.7,150,326,200,1098,4,2,43725.805625
65,7.6,153,431,201,713,5,3,42211.85
40,6.1,144,452,199,681,1,2,42782.913125
40,8.5,178,455,161,387,1,3,30214.3325
51,10.9,206,367,173,567,2,1,37728.4125
131,3.8,149,437,204,980,5,3,75196.87
72,10,156,345,193,749,2,1,43912.9825
89,5.8,172,376,176,650,5,3,52717.8125
44,3.2,144,571,95,660,1,2,80350.8883333333
30,1.1,274,466,212,147,3,2,102978.92
1,7.5,191,464,167,283,2,2,26847.5363095238
50,6.4,103,220,237,579,5,1,42824.9975
136,8.8,123,241,208,557,1,2,51406.4225
57,2.1,226,565,188,429,4,3,90754.5591666667
59,1.1,256,353,175,713,4,3,103133.7175
56,6.6,181,337,221,5,2,3,46121.9325
117,7.6,209,417,151,442,5,3,48646.1516666667
64,10,169,414,195,543,1,3,39927.5958333333
51,9.5,117,329,219,770,5,2,38119.475
77,8.3,231,429,151,750,3,2,48207.5470833333
117,8.6,139,240,183,369,3,2,50501.9025
42,6.8,257,476,166,698,1,1,48873.7883630952
136,3.8,190,542,197,103,1,1,77895.49
98,7.3,200,656,197,38,4,1,55335.1675
128,6.1,170,102,229,392,3,2,64332.71
68,8.9,136,461,195,614,1,2,43171.17
47,4.9,217,337,209,150,4,1,48118.8075
30,4.4,210,340,240,401,3,2,62995.5525
75,12.4,141,406,177,413,3,2,43067.825
45,9.8,254,400,200,163,3,3,50847.0325
153,3,123,478,173,379,3,1,103913.76
90,7.6,181,283,201,563,5,1,48947.55
69,10.6,176,337,268,505,1,2,49033.8125
86,7.6,238,474,184,545,4,3,54369.24
78,10.4,205,446,182,854,1,3,47146.055
83,4.5,207,377,175,539,1,3,73394.8575
53,4.5,198,469,217,656,2,3,64604.49
65,3.6,195,366,167,404,3,1,62729.3491666667
62,2.6,153,469,220,245,4,1,94914.775
67,11.4,119,546,253,828,4,1,47865.275
71,9.5,211,339,169,345,1,2,46496.4970833333
98,5.8,198,461,192,1084,3,2,61433.19
